Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.0,Mon Sep 17 20:04:24 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SenateMajLdr: ""[Democrats] did not raise it in the closed session, the proper forum where such an allegation coul… https://t.co/8V0JvVzyAh",323
-0.3612,Mon Sep 17 20:02:31 +0000 2018,0.738,0.159,0.103,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @LelandVittert: Left for dead during rising floodwaters of #HurricaneFlorence we rescued these guys on @foxnews stay tuned for how to he…,324
0.0,Mon Sep 17 19:49:45 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SenateMajLdr: ""Neither she [Feinstein] nor any of her Democratic colleagues chose to raise this allegation during… https://t.co/W1EY0B9z6K",325
-0.7096,Mon Sep 17 19:45:03 +0000 2018,0.718,0.282,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Many roads are closed and severely damaged after Hurricane Florence. @RickLeventhal reports from Ogden, North Carol… https://t.co/W2Fj2eOIU2",326
0.34,Mon Sep 17 19:45:00 +0000 2018,0.833,0.0,0.167,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@nikkihaley and her Russian counterpart trade barbs at UN Security Council meeting https://t.co/LAwwtbaeex,327
0.0,Mon Sep 17 19:41:09 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Rivers and flood waters are still rising in North Carolina, days after Hurricane Florence ravaged the area.… https://t.co/Fr1daE48jU",328
-0.743,Mon Sep 17 19:37:06 +0000 2018,0.526,0.474,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",A weakened Florence continues destructive path to the northeast. https://t.co/oVX8BP07Wt,329
-0.2516,Mon Sep 17 19:29:48 +0000 2018,0.882,0.118,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BREAKING: Trump defends Kavanaugh in first comments on allegations, says 'little delay' may be needed. https://t.co/sPyfZuz2Tf",330
0.0,Mon Sep 17 19:27:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",".@POTUS: ""This should have been brought up a long time ago."" https://t.co/ejCUdbIn66 https://t.co/Np3b2COhL6",331
-0.5574,Mon Sep 17 19:25:04 +0000 2018,0.796,0.204,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS on calls for a delay on the Senate's Kavanaugh vote: ""If it takes a little delay, it'll take a little delay… https://t.co/y04noT42N0",332
0.4019,Mon Sep 17 19:21:11 +0000 2018,0.876,0.0,0.124,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS: ""I wish the Democrats could have done this a lot sooner because they had this information for many months.… https://t.co/TrxhB2IWMI",333
0.0,Mon Sep 17 19:20:17 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS: ""Judge Kavanaugh is one of the finest people I have ever known."" https://t.co/ejCUdbqMey https://t.co/TOebat5BIA",334
-0.0516,Mon Sep 17 19:16:00 +0000 2018,0.677,0.167,0.156,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","New Hampshire man has toddler climb into arcade game to steal prizes, police say https://t.co/iMu1Hqwnyl",335
0.4404,Mon Sep 17 19:09:01 +0000 2018,0.888,0.0,0.112,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","John Yoo on Manafort plea deal: “The good news for President Trump is even with the plea, you still don’t see any c… https://t.co/JT5Jmqu7YP",336
-0.3612,Mon Sep 17 19:01:19 +0000 2018,0.902,0.098,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","John Yoo: “I doubt that a lot new will turn up, because this happened so long ago — over about 35 years ago. The on… https://t.co/YTQwj2Ecfq",337
0.0,Mon Sep 17 18:56:25 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@SenatorCollins to weigh in on allegations against Judge Kavanaugh https://t.co/90r2IySN2f https://t.co/E0GMb5Atp8,338
0.5267,Mon Sep 17 18:51:58 +0000 2018,0.761,0.0,0.239,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Floodwaters remain high after Hurricane Florence. @KristinaParts has an update from aboard a volunteer rescue boat.… https://t.co/Cm06Jt35Zl,339
0.0,Mon Sep 17 18:46:39 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Senator @ChuckGrassley statement on allegations against Judge Kavanaugh https://t.co/ejCUdbqMey https://t.co/wLxYcHTwlT,340
0.0,Mon Sep 17 18:41:02 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Democratic statement on Judge Brett Kavanaugh https://t.co/90r2IySN2f https://t.co/Ji3wF1pk8b,341
0.0,Mon Sep 17 18:32:04 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",David Goodfriend: “If indeed the Republicans…are raising their own concerns about spending the time to analyze this… https://t.co/ZMg58gjt5e,342
0.0,Mon Sep 17 18:19:45 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",North Carolina rivers could crest at historic levels https://t.co/4wHdtvvGc4 https://t.co/Gn0HPQHAhI,343
0.6249,Mon Sep 17 18:01:58 +0000 2018,0.615,0.078,0.307,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: Tight job market means better pay, benefits – even for seasonal workers https://t.co/fLAyo10Wjw",344
-0.296,Mon Sep 17 17:45:00 +0000 2018,0.845,0.155,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",OPINION: Kavanaugh confirmation: Four ways Democrats' plan to derail nomination could backfire https://t.co/HIXfsfWVzq,345
0.4767,Mon Sep 17 17:31:00 +0000 2018,0.807,0.0,0.193,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","'Trail to Zero' horseback ride raises awareness for veteran suicides, provides therapeutic relief https://t.co/TP9LkDA2Bh",346
-0.6908,Mon Sep 17 17:00:01 +0000 2018,0.737,0.263,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",'Carol Burnett' star Tim Conway recovers from brain surgery as family battle over comic's fate rages on https://t.co/Ta4jJjhUlL,347
0.3818,Mon Sep 17 16:52:00 +0000 2018,0.729,0.0,0.271,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Stunning sphinx discovered at ancient Egyptian temple https://t.co/WTiJJkTPAS,348
0.0,Mon Sep 17 16:45:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",New Ram Midsize pickup to be built in USA https://t.co/LimGx8o5lU,349
-0.296,Mon Sep 17 16:30:01 +0000 2018,0.556,0.283,0.161,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Hope fades in the Philippines as frantic search for missing people continues https://t.co/EoEPkPnx5f,350
0.0,Mon Sep 17 16:22:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tennessee nurse wrote herself prescriptions for thousands of opioids, documents reveal https://t.co/shCMQCd6ec",351
-0.5994,Mon Sep 17 16:15:00 +0000 2018,0.794,0.206,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",'Who's Kneeling for Him?': Former Cop Reacts After 36th Shooting Death of US Police Officer https://t.co/2g7lLNXilI,352
0.0,Mon Sep 17 16:06:23 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",North Carolina Governor Roy Cooper holds a briefing on Florence. https://t.co/Wf460VGDzh (Courtesy: WTVD)  https://t.co/z9mosdDNqi,353
0.0,Mon Sep 17 16:00:03 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",The U.S. Constitution turns 231 today https://t.co/LUY1ta3TpT,354
-0.4767,Mon Sep 17 15:52:00 +0000 2018,0.86,0.14,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Waters closed following Cape Cod shark attack; beach manager says people will need to use 'common sense' after fata… https://t.co/NYw3ZNjNUP,355
0.0,Mon Sep 17 15:45:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Parking lesson ends with car in swimming pool https://t.co/s65bEPzUiv,356
-0.5574,Mon Sep 17 15:30:01 +0000 2018,0.625,0.375,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Doctors push ban on baby walkers https://t.co/0k5p57Msv5,357
0.0,Mon Sep 17 15:19:25 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: .@SecretaryZinke: ""We've unwound maybe 22 regulations for every one we put in."" https://t.co/sbhRIwBoN4",358
0.5106,Mon Sep 17 15:18:32 +0000 2018,0.852,0.0,0.148,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: .@SecretaryZinke on #Florence recovery efforts: ""We're out there doing search and rescue, and the first responders are doi…",359
0.6976,Mon Sep 17 15:15:00 +0000 2018,0.776,0.0,0.224,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Gen Jack Keane (Ret): “We’ve got very good, competent local leaders, and if you don’t have that, you’re going to ha… https://t.co/QOWJGy2TeQ",360
0.0,Mon Sep 17 15:10:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Bill Saffo: “We are an island amongst ourselves right now.” @AmericaNewsroom https://t.co/wfpfvZ6wXs,361
0.7003,Mon Sep 17 15:05:00 +0000 2018,0.746,0.0,0.254,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Comedian Rachel Feinstein talks marrying FDNY captain, why she chose Amy Schumer to be her maid of honor https://t.co/wdtKSj8Hlp",362
0.3612,Mon Sep 17 14:55:00 +0000 2018,0.815,0.0,0.185,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@judgenap: Get Ready for Another Version of Clarence Thomas-Anita Hill Hearings https://t.co/wwHmDmRega,363
-0.802,Mon Sep 17 14:35:00 +0000 2018,0.676,0.324,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Asia Argento tweets threat to sue Rose McGowan over statement on Jimmy Bennett sex assault case https://t.co/7rKrxjHDnn,364
-0.5859,Mon Sep 17 14:27:22 +0000 2018,0.743,0.257,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Breaking News: Brett Kavanaugh dismisses sexual assault allegations as ‘completely false’ https://t.co/oVJjwlo18h,365
0.0601,Mon Sep 17 14:22:25 +0000 2018,0.64,0.173,0.188,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: RECALL ALERT: GM recalls trucks, SUVs for brake problem https://t.co/PPW13BbkxG",366
0.0,Mon Sep 17 14:15:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Kavanaugh accuser says she’s willing to testify; @pdoocy reports https://t.co/pQAEsW7YaN @AmericaNewsroom https://t.co/LNzo2SE6GM,367
0.0,Mon Sep 17 14:00:02 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Vincent Hill on @foxandfriends: “Enough is enough.” https://t.co/45TjAh2FFK https://t.co/Bw95P54I09,368
0.7717,Mon Sep 17 13:53:32 +0000 2018,0.705,0.0,0.295,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Attorney General Jeff Sessions delivers remarks at the Justice Department's Forum on Free Speech in Higher Educatio… https://t.co/XclfXxEU30,369
-0.6597,Mon Sep 17 13:50:23 +0000 2018,0.732,0.224,0.045,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxNewsResearch: Florence Flood Threat:
•Wilmington, NC cut off by flood waters
•Seven rivers in NC could reach major flooding levels…",370
0.3818,Mon Sep 17 13:48:06 +0000 2018,0.794,0.0,0.206,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: Americans prefer cash over credit for small purchases
https://t.co/gcyNX49Y5q",371
0.2263,Mon Sep 17 13:45:00 +0000 2018,0.68,0.129,0.19,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Animals rescued from Florence floodwaters, after pets left behind or forgotten https://t.co/m7Gk0W42Cy",372
0.0,Mon Sep 17 13:37:29 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @FoxBusiness: #StockAlert: Stocks at the open https://t.co/4pvdWixXUG https://t.co/JtgtjLCDJ2,373
-0.6705,Mon Sep 17 13:25:00 +0000 2018,0.667,0.333,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Officers killed in the line of duty in 2018 https://t.co/h3SOzDNsIr,374
-0.7003,Mon Sep 17 13:10:00 +0000 2018,0.756,0.244,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@KellyannePolls: “We know that this takes an awful lot of time beyond the initial devastation and the resources ar… https://t.co/ARw2g7ZSm3,375
0.0,Mon Sep 17 13:01:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@robertwolf32: ""I think that they did the right thing closing the market because it would've been a run on the ban… https://t.co/cU2XU1pu8x",376
0.0,Mon Sep 17 12:56:25 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Brett Kavanaugh accuser should be heard, 'testify under oath' on allegations, White House Counselor Kellyanne Conwa… https://t.co/lfmDesCQge",377
0.0,Mon Sep 17 12:50:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Keith Whittington: ""We need to understand the principles under which the Constitution operates."" @foxandfriends https://t.co/GcBnUjvHPP",378
-0.4159,Mon Sep 17 12:40:00 +0000 2018,0.867,0.133,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@judgenap: “Law enforcement would view it very, very skeptically because of the passage of time of 35 years.”… https://t.co/VKCgzE3Urs",379
0.0,Mon Sep 17 12:35:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@KellyannePolls reacts to claims made by Kavanaugh accuser  @foxandfriends https://t.co/90r2IyBbDF https://t.co/FQEoaROnlY,380
0.0,Mon Sep 17 12:30:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OPINION: As midterm elections approach, Republicans must do this https://t.co/FPOywlYN12",381
0.5106,Mon Sep 17 12:26:02 +0000 2018,0.845,0.0,0.155,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Members of the North Carolina Task Force urban search and rescue team wade through a flooded neighborhood looking f… https://t.co/gY1k8KRebb,382
0.0,Mon Sep 17 12:24:59 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @FoxBusiness: Markets since last week: https://t.co/GLIyVaH5to,383
-0.5267,Mon Sep 17 12:10:00 +0000 2018,0.746,0.254,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Hundreds trapped as Florence slams Carolinas; @GriffJenkins reports https://t.co/Wf460VGDzh @foxandfriends https://t.co/HpsuG7u0KQ,384
0.0,Mon Sep 17 12:00:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",The U.S. Constitution turns 231 today https://t.co/gGr2lvTlxD,385
0.0,Mon Sep 17 11:50:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@JaniceDean gives an update on Florence https://t.co/Wf460Vp2aH @foxandfriends https://t.co/cYK7IZngEN,386
0.0,Mon Sep 17 11:40:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@dbongino: “They go to work knowing every day it could be their last time…but they don’t think about that, they ju… https://t.co/dPqh3y5oLV",387
0.7783,Mon Sep 17 11:30:00 +0000 2018,0.673,0.0,0.327,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",OPINION: Trump could still get the Nobel Peace Prize for North Korean denuclearization – Here’s how https://t.co/9i4ESarhDN,388
0.3182,Mon Sep 17 11:00:01 +0000 2018,0.839,0.0,0.161,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Strzok-Page texts calling to 'open' case in 'chargeable way' under fresh scrutiny https://t.co/qqSysBS6HN,389
0.0,Mon Sep 17 10:45:55 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",OPINION: 'C' is for Constitution: Our kids don't know much about America's founding – It's time we start teaching t… https://t.co/FQFkspu3uO,390
0.0,Mon Sep 17 10:25:10 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Buffalo Bills' Vontae Davis retires at halftime of game https://t.co/grvgBPVNOa,391
0.34,Mon Sep 17 10:17:13 +0000 2018,0.844,0.0,0.156,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",New Mexico observatory set to reopen after temporary closure over undisclosed security issue https://t.co/m6lomSSLZJ,392
0.0,Mon Sep 17 10:10:24 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/SnzXI8n7QE,393
0.0,Mon Sep 17 10:03:56 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Texas Board of Ed votes to pull Hillary Clinton and Helen Keller from social studies curriculum… https://t.co/AoDvqJz0MR,394
-0.2249,Mon Sep 17 10:00:14 +0000 2018,0.695,0.176,0.128,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Peter Morici: ""[Obama] certainly gave President @realDonaldTrump a decent economy, not a great economy. But Preside… https://t.co/fHY66qoNrR",395
0.6369,Mon Sep 17 09:55:43 +0000 2018,0.729,0.0,0.271,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Arizona Senate candidates @RepMcSally, @kyrstensinema debate border security, public safety at Fox News town hall… https://t.co/TAgEQSdRyv",396
0.0,Mon Sep 17 09:50:52 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@nedryun: ""I think the Democrats are counting their chickens before they hatch."" @FoxFriendsFirst https://t.co/JXTxoZ6Lhx",397
-0.6486,Mon Sep 17 09:43:30 +0000 2018,0.694,0.306,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Too much pressure in gas pipes blamed for several deadly explosions in Massachusetts https://t.co/n38trZuhGx,398
-0.7579,Mon Sep 17 09:40:10 +0000 2018,0.581,0.419,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Mollie Tibbett's accused killer due in court later this week https://t.co/vae2ooDEZQ,399
-0.5859,Mon Sep 17 20:10:08 +0000 2018,0.833,0.167,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Brett Kavanaugh said he was willing to speak with a Senate panel to answer assault allegations after his accuser sa… https://t.co/16ezZKuO01,400
0.25,Mon Sep 17 20:06:51 +0000 2018,0.766,0.097,0.137,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump defended Judge Brett Kavanaugh in light of an assault claim, but said he'd be willing to accept a d… https://t.co/Zk2d76Lkkk",401
0.0,Mon Sep 17 20:02:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",More than 40 bodies have been recovered from the wreckage of a gold miners’ bunkhouse after Typhoon Mangkhut set of… https://t.co/dXctBdY9fk,402
0.0,Mon Sep 17 19:58:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Wilmington, North Carolina, a city of about 119,000 residents, was virtually cutoff by rising floodwaters. Authorit… https://t.co/295gnzOZOz",403
0.128,Mon Sep 17 19:47:57 +0000 2018,0.914,0.0,0.086,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Ted Cruz’s campaign has been sending voters a fund-raising letter with a label suggesting it's a legal summons. Tha… https://t.co/UwGyz2aoTQ,404
-0.3182,Mon Sep 17 19:38:04 +0000 2018,0.887,0.113,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytimesarts: Knausgaard's 400-page digression about Hitler in ""My Struggle"" is ""a grindingly sophomoric exercise that sits undigested u…",405
0.4859,Mon Sep 17 19:28:04 +0000 2018,0.792,0.0,0.208,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Tekiah? More like tech-iah, are we right?
(Yeah, we'll show ourselves out.)
https://t.co/78tDxoPs8e",406
0.4404,Mon Sep 17 19:18:04 +0000 2018,0.804,0.0,0.196,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Russia and Turkey said they'd create a demilitarized zone in Syria’s Idlib Province, the last significant piece of… https://t.co/amqSUfsfmT",407
0.0,Mon Sep 17 19:08:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Surging floodwaters from Florence have swept away part of a retaining wall holding back a pond of coal ash – which… https://t.co/cNZ4XVj2LR,408
0.0,Mon Sep 17 18:58:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Michael Bloomberg says he may run for president as a Democrat. But his views on banks, police tactics and #MeToo co… https://t.co/h0V1l73Sug",409
0.5719,Mon Sep 17 18:48:04 +0000 2018,0.684,0.098,0.218,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @NYTSports: German soccer has had an awful year. Can it recover in time to win hosting rights for the 2024 European Championship? https:…,410
0.0,Mon Sep 17 18:38:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","House Republicans will investigate reports that Brock Long, the administrator of FEMA, repeatedly misused governmen… https://t.co/RxoJu9PBrC",411
-0.4019,Mon Sep 17 18:28:01 +0000 2018,0.863,0.137,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The saltmarsh sparrow is in trouble as the sea level keeps rising, pushing tides higher and higher. https://t.co/SFlDaFptBe",412
-0.3182,Mon Sep 17 18:18:01 +0000 2018,0.892,0.108,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @nytimesworld: Taiwan denounced accusations by China that it is recruiting students as spies: “How could average exchange students posse…,413
0.4939,Mon Sep 17 18:08:04 +0000 2018,0.602,0.148,0.25,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","How to help those affected by Typhoon Mangkhut: https://t.co/fksKlAFOqC
How to help those affected by Florence:… https://t.co/9wu0MYNnqS",414
0.0,Mon Sep 17 17:58:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump's next round of tariffs on China will be ""coming soon,"" according to Larry Kudlow, his economic adv… https://t.co/dEqLpKf2N7",415
0.1027,Mon Sep 17 17:48:02 +0000 2018,0.819,0.082,0.099,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @NYTmag: In the long-awaited final volume of his epic novel, Karl Ove Knausgaard confronts the central mystery of autobiographical ficti…",416
0.0,Mon Sep 17 17:38:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","With the midterms fast approaching, Hillary Clinton has written a scathing critique of President Trump published in… https://t.co/8pP2X9nZBy",417
-0.4767,Mon Sep 17 17:28:02 +0000 2018,0.866,0.134,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In years past, Obamacare was the stuff of Republican attack ads. This time around, it's Democrats who are running o… https://t.co/vX5ieun4vG",418
-0.4939,Mon Sep 17 17:18:01 +0000 2018,0.856,0.144,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @NYTStyles: ""Up until recently, one of my only productive strategies for working with fear was dressing with intention"" https://t.co/Dyb…",419
-0.5859,Mon Sep 17 20:10:08 +0000 2018,0.833,0.167,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Brett Kavanaugh said he was willing to speak with a Senate panel to answer assault allegations after his accuser sa… https://t.co/16ezZKuO01,420
0.25,Mon Sep 17 20:06:51 +0000 2018,0.766,0.097,0.137,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump defended Judge Brett Kavanaugh in light of an assault claim, but said he'd be willing to accept a d… https://t.co/Zk2d76Lkkk",421
0.0,Mon Sep 17 20:02:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",More than 40 bodies have been recovered from the wreckage of a gold miners’ bunkhouse after Typhoon Mangkhut set of… https://t.co/dXctBdY9fk,422
0.0,Mon Sep 17 19:58:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Wilmington, North Carolina, a city of about 119,000 residents, was virtually cutoff by rising floodwaters. Authorit… https://t.co/295gnzOZOz",423
0.128,Mon Sep 17 19:47:57 +0000 2018,0.914,0.0,0.086,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Ted Cruz’s campaign has been sending voters a fund-raising letter with a label suggesting it's a legal summons. Tha… https://t.co/UwGyz2aoTQ,424
-0.3182,Mon Sep 17 19:38:04 +0000 2018,0.887,0.113,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytimesarts: Knausgaard's 400-page digression about Hitler in ""My Struggle"" is ""a grindingly sophomoric exercise that sits undigested u…",425
