Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.0,Mon Sep 17 19:41:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Corporate America is spending more on buybacks than anything else https://t.co/3OcWdxvDAF https://t.co/hUNp9YXEQN,221
0.5574,Mon Sep 17 19:37:21 +0000 2018,0.769,0.0,0.231,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",These senators could make or break Brett Kavanaugh's Supreme Court nomination https://t.co/c4LqVdNngO https://t.co/NtgTnRUyav,222
-0.4767,Mon Sep 17 19:21:31 +0000 2018,0.796,0.204,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Vernon Unsworth, a caver accused by Elon Musk of being a pedophile, has filed a defamation lawsuit against the Tesl… https://t.co/aL50R2tgH4",223
0.6486,Mon Sep 17 19:10:34 +0000 2018,0.623,0.086,0.292,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","US Ambassador to the United Nations Nikki Haley accused Russia of ""cheating"" and acting like a ""virus"" by helping N… https://t.co/lbssWyG8de",224
-0.8957,Mon Sep 17 19:05:12 +0000 2018,0.565,0.435,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A female aid worker abducted in Nigeria's troubled northeast region has been killed, the International Committee of… https://t.co/IXKrPun1wA",225
-0.7717,Mon Sep 17 19:03:19 +0000 2018,0.705,0.295,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","If not for a would-be victim's quick thinking, a supervisory Border Patrol agent accused in a string of killings in… https://t.co/48TjOcsGuv",226
0.4019,Mon Sep 17 18:43:45 +0000 2018,0.891,0.0,0.109,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The plan could boost the stock price from about 2 cents to as much as $10 — enough to possibly keep the stock tradi… https://t.co/p5KzLoEoJH,227
0.3182,Mon Sep 17 18:39:10 +0000 2018,0.881,0.0,0.119,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Executives at MoviePass' parent company are asking shareholders to vote on a plan that could increase the company's… https://t.co/dp4Di4vOYn,228
0.0,Mon Sep 17 18:30:07 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",There have been more than 500 reports of price gouging in North Carolina after Florence https://t.co/OZvVeq3jpX https://t.co/SHSacdL2up,229
-0.4019,Mon Sep 17 18:20:07 +0000 2018,0.847,0.153,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/JpFeYhDv3u https://t.co/nLS4HgDSHD",230
0.0,Mon Sep 17 18:10:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/6ZiZW5q7qw,231
0.0,Mon Sep 17 18:00:18 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Nearly 1 in 11 middle and high school students in the US has used cannabis in an e-cigarette, according to a new re… https://t.co/sON8jMXxpz",232
-0.3612,Mon Sep 17 17:50:07 +0000 2018,0.857,0.143,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/zszB2MuLDH,233
-0.0258,Mon Sep 17 17:40:06 +0000 2018,0.8,0.102,0.098,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",They watched their homes get ripped apart and the government struggle to restore water and power. A year after Hurr… https://t.co/gJTbjSjkmK,234
0.0,Mon Sep 17 17:30:09 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Jaguar Land Rover has put 1,000 workers at one of its UK plants on a three-day work week because of plummeting dies… https://t.co/1xLTHeewzt",235
-0.4019,Mon Sep 17 17:20:06 +0000 2018,0.847,0.153,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/kLbQTHxmlw https://t.co/x3CdR7ZjLp",236
0.0,Mon Sep 17 17:10:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",There have been more than 500 reports of price gouging in North Carolina after Florence https://t.co/ch176tp29f https://t.co/rxeDVzEjLU,237
-0.3612,Mon Sep 17 17:00:17 +0000 2018,0.857,0.143,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/Qo4aCdi1YN,238
0.0,Mon Sep 17 16:50:10 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Scientists believe they have discovered the first examples of air pollution traveling through the bloodstream of pr… https://t.co/jAVHD7SRjX,239
-0.8126,Mon Sep 17 16:40:05 +0000 2018,0.684,0.316,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A supervisory US Border Patrol agent who authorities are calling a serial killer was arrested Saturday in the death… https://t.co/1zOv4DID57,240
-0.1779,Mon Sep 17 16:30:01 +0000 2018,0.796,0.119,0.085,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Amazon is investigating allegations that some of its employees have offered to leak confidential information and de… https://t.co/rQ2XAIahvJ,241
0.016,Mon Sep 17 16:20:07 +0000 2018,0.591,0.203,0.206,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The woman accusing Supreme Court nominee Brett Kavanaugh of physical and sexual assault ""should not be ignored or i… https://t.co/ILYRBRdACI",242
0.0,Mon Sep 17 16:10:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","If you don't have enough cash to buy a new iPhone with X in its name, you can freshen up your existing device with… https://t.co/ubHhhdjO1w",243
0.0,Mon Sep 17 16:00:14 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""To me, I figured this is the right thing to do"": A teenager found a purse with $10,000 inside and returned it… https://t.co/JUcdQpiS5x",244
0.1779,Mon Sep 17 15:50:13 +0000 2018,0.876,0.0,0.124,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Coca-Cola is considering a move into the growing market for cannabis-infused drinks https://t.co/1LMc58XgDt https://t.co/WYpjZQRSo4,245
0.0,Mon Sep 17 15:40:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Nearly 1 in 11 middle and high school students in the US has used cannabis in an e-cigarette, according to a new re… https://t.co/CGQEAowTaG",246
0.128,Mon Sep 17 15:30:00 +0000 2018,0.923,0.0,0.077,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",From roommates to co-CEOs – how @cbzakin and @DMWeisberg launched @theskimm on the couch of their NYC apartment and… https://t.co/y7RgxjAjZV,247
0.128,Mon Sep 17 15:20:10 +0000 2018,0.93,0.0,0.07,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Judge Brett Kavanaugh is at the White House meeting with the White House legal team to prepare for potential interv… https://t.co/2yXmdBoMjP,248
0.3111,Mon Sep 17 15:10:06 +0000 2018,0.752,0.097,0.15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Supreme Court nominee Brett Kavanaugh is not opposed to sharing his point of view, answering more questions or prov… https://t.co/bDUtNboIsW",249
0.0258,Mon Sep 17 15:00:02 +0000 2018,0.8,0.098,0.102,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",President Trump is planning to impose a fresh round of tariffs targeting about $200 billion in Chinese goods as ear… https://t.co/jxdOoymP5B,250
0.0,Mon Sep 17 14:55:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","In 2019, the last of Volkswagen's famous ""Beetles"" will be rolled off the production line, 80 years after they firs… https://t.co/yGm6UrSMI4",251
0.6908,Mon Sep 17 14:50:00 +0000 2018,0.769,0.0,0.231,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","In her first solo project as a member of the royal family, Meghan, Duchess of Sussex, is supporting a new charity c… https://t.co/hj6RGd5KKv",252
0.0,Mon Sep 17 14:40:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","In mid-August, just after sunset, the skies over Amsterdam were lit by a swarm of 300 glowing drones moving through… https://t.co/NW6gNEq4UH",253
0.5574,Mon Sep 17 14:33:06 +0000 2018,0.825,0.0,0.175,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Supreme Court nominee Brett Kavanaugh has released a new statement on the allegation of physical and sexual assault… https://t.co/OMP7zQm7a8,254
-0.5994,Mon Sep 17 14:30:00 +0000 2018,0.672,0.328,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",20 things to eat before you die: https://t.co/Pj421cgKsJ https://t.co/lNO5JdERBK,255
0.0,Mon Sep 17 14:20:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Ever wondered what all those switches, dials and levers do in the cockpit of an airplane? We did too, so we asked a… https://t.co/bYg8OPJwUV",256
0.0,Mon Sep 17 14:10:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",CNN Meteorologist @VanDamCNN tracked Hurricane Florence from start to finish. Here's how the storm unfolded from hi… https://t.co/DVxStFNq9e,257
0.0,Mon Sep 17 14:00:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In a rare bipartisan move, the Senate is expected to vote today on legislation aimed at combating the opioid epidem… https://t.co/qluY14WoRD",258
0.0,Mon Sep 17 13:50:29 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","This drone video shows a flooded downtown Fayetteville, North Carolina, after Florence dropped more than 16 inches… https://t.co/QuX7N22kal",259
0.0,Mon Sep 17 13:40:42 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/S54ufkEkvZ,260
-0.4019,Mon Sep 17 13:24:15 +0000 2018,0.847,0.153,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/uuT1HK2QQ8 https://t.co/gD14nU5IW6",261
0.1531,Mon Sep 17 13:17:14 +0000 2018,0.806,0.085,0.109,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @drsanjaygupta: Do you take a low-dose aspirin every day? A large new study finds, for many healthy older adults, the risks outweigh the…",262
0.0,Mon Sep 17 13:02:17 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",There have been more than 500 reports of price gouging in North Carolina after Florence https://t.co/mT4hJ3cB69 https://t.co/mwgTnq6Mq8,263
-0.3612,Mon Sep 17 13:01:40 +0000 2018,0.857,0.143,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/RG1gdyUAD6,264
0.0,Mon Sep 17 12:33:12 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Scientists believe they have discovered the first examples of air pollution traveling through the bloodstream of pr… https://t.co/tbSn8NbmNB,265
-0.8126,Mon Sep 17 12:22:51 +0000 2018,0.684,0.316,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A supervisory US Border Patrol agent who authorities are calling a serial killer was arrested Saturday in the death… https://t.co/l4gOpLdal1,266
-0.3182,Mon Sep 17 12:08:10 +0000 2018,0.897,0.103,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",This North Carolina family just lost their home to hurricane flooding for the second time in less than 20 years… https://t.co/xLZRWW6GUW,267
0.4404,Mon Sep 17 11:47:44 +0000 2018,0.773,0.073,0.155,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",JUST IN: The lawyer for a woman accusing Supreme Court nominee Brett Kavanaugh says her client is willing to testif… https://t.co/N70ZCkuCAk,268
-0.0258,Mon Sep 17 11:30:09 +0000 2018,0.8,0.102,0.098,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",They watched their homes get ripped apart and the government struggle to restore water and power. A year after Hurr… https://t.co/3WLfzNkzLP,269
-0.1779,Mon Sep 17 11:20:07 +0000 2018,0.796,0.119,0.085,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Amazon is investigating allegations that some of its employees have offered to leak confidential information and de… https://t.co/8Aqu4P28WJ,270
0.0,Mon Sep 17 11:16:37 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @NewDay: WaPo reporter Emma Brown says Kavanaugh accuser first came forward to her ""in early July when Brett Kavanaugh was on the shortl…",271
0.0,Mon Sep 17 11:10:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",CNN Meteorologist @VanDamCNN tracked Hurricane Florence from start to finish. Here's how the storm unfolded from hi… https://t.co/H0Ot6X6ol1,272
0.3182,Mon Sep 17 11:00:10 +0000 2018,0.85,0.0,0.15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","5 things for Monday:

- Hurricane Florence
- Brett Kavanaugh
- Typhoon Mangkhut
- Fan Bingbing
- The Vatican… https://t.co/YHowPPVqoL",273
-0.4019,Mon Sep 17 10:50:04 +0000 2018,0.847,0.153,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/jkmYJzueED https://t.co/SKo4YjcWiM",274
-0.3612,Mon Sep 17 10:40:03 +0000 2018,0.857,0.143,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/XxiizBAu8e,275
-0.296,Mon Sep 17 10:32:05 +0000 2018,0.615,0.238,0.148,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Supreme Court nominee Brett Kavanaugh is facing accusations that echo Anita Hill's 1991 sexual harassment claims ab… https://t.co/wmM0ANwLI9,276
0.0,Mon Sep 17 10:30:09 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/9JI5lo6vAH,277
0.0,Mon Sep 17 10:20:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In a rare bipartisan move, the Senate is expected to vote today on legislation aimed at combating the opioid epidem… https://t.co/jeGkM6nhpn",278
-0.3182,Mon Sep 17 10:18:06 +0000 2018,0.897,0.103,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",This North Carolina family just lost their home to hurricane flooding for the second time in less than 20 years… https://t.co/gEtTEGSxvt,279
0.1027,Mon Sep 17 10:10:13 +0000 2018,0.887,0.0,0.113,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Three options that could await House Democrats after the midterms https://t.co/QPc0pfOhDv https://t.co/Vydv9yUFfc,280
0.2263,Mon Sep 17 10:00:46 +0000 2018,0.909,0.0,0.091,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",This isn't just another Greek island. The secluded destination of Patmos is where St. John had visions that inspire… https://t.co/PWtdGX5ODN,281
0.0,Mon Sep 17 09:49:53 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/aHQvx6ABzy,282
-0.3612,Mon Sep 17 09:38:53 +0000 2018,0.815,0.185,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Household disinfectants could be making kids overweight, a new study says https://t.co/KTE1YzELRy https://t.co/Jz14lQOBrs",283
0.296,Mon Sep 17 09:30:30 +0000 2018,0.784,0.078,0.137,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Meghan Markle is championing a new cookbook showcasing recipes from women whose community was affected by the Grenf… https://t.co/sHuNvH9KLA,284
0.0,Mon Sep 17 09:23:11 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Ever wondered what all those switches, dials and levers do in the cockpit of an airplane?

We did too, so we asked… https://t.co/2fbCFgo0Es",285
0.7351,Mon Sep 17 09:18:10 +0000 2018,0.763,0.0,0.237,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The strongest hurricanes are called Category 5. But with the strong storms we've seen in the past few days, and the… https://t.co/sGuqTk8pRP",286
-0.6908,Mon Sep 17 09:03:57 +0000 2018,0.749,0.251,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The Cuban president denies his country had any involvement in ""sonic"" attacks against US diplomats in the country… https://t.co/6DVzdeV8aD",287
-0.4939,Mon Sep 17 08:41:00 +0000 2018,0.862,0.138,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","More than 24 hours after Typhoon Mangkhut slammed into the Philippines, the full extent of the damage has still yet… https://t.co/63dS3qlJnL",288
-0.296,Mon Sep 17 08:18:28 +0000 2018,0.909,0.091,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",This is the first formal resignation the Pope has decreed since every bishop in Chile offered to step down in May o… https://t.co/kDVXCAkU7s,289
-0.25,Mon Sep 17 08:10:17 +0000 2018,0.889,0.111,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Pope Francis has expelled Reverend Cristian Precht Bañados of Chile, according to a statement from the Archdiocese… https://t.co/WC0DeMZXV4",290
0.4215,Mon Sep 17 07:47:05 +0000 2018,0.872,0.0,0.128,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",More than 3 million people have been moved to safety in southern China as Typhoon Mangkhut moved northwards and con… https://t.co/YO7qhXPgOA,291
-0.1779,Mon Sep 17 07:37:07 +0000 2018,0.796,0.119,0.085,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Amazon is investigating allegations that some of its employees have offered to leak confidential information and de… https://t.co/Ia80SVg4CG,292
0.0,Mon Sep 17 07:15:32 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",US sanctions are China's big concern right now | By Samantha Vinograd via @CNNopinion  https://t.co/QH0a0BCysw https://t.co/4APc0cMhef,293
0.0,Mon Sep 17 06:59:30 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The power of a named accuser: Kavanaugh's future now hangs in the balance | Analysis by @StCollinson… https://t.co/sLAvd4pgVA,294
0.0,Mon Sep 17 06:44:02 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",What's actually the difference between a typhoon and a hurricane? @CNNweather explains: https://t.co/iieczoxZdc https://t.co/qgWKiMBSy6,295
-0.296,Mon Sep 17 06:24:05 +0000 2018,0.901,0.099,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""As of now, we are still looking for the 36 still missing individuals that are still unverified."" 

Dozens of peopl… https://t.co/oNmkejIHK1",296
0.5267,Mon Sep 17 06:05:36 +0000 2018,0.833,0.0,0.167,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Eliud Kipchoge set a new marathon world record, winning the Berlin race in 2 hours, 1 minute and 39 seconds… https://t.co/MHX4lCYrID",297
-0.2732,Mon Sep 17 05:40:04 +0000 2018,0.711,0.167,0.121,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Typhoon Mangkhut, the world's strongest storm this year, has been carving a destructive and deadly path from the Ph… https://t.co/leze6XXTPo",298
-0.3612,Mon Sep 17 05:17:30 +0000 2018,0.857,0.143,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/5hEKnLbXTS,299
-0.0516,Mon Sep 17 20:08:59 +0000 2018,0.714,0.148,0.138,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JUST IN: Sen. @OrrinHatch says Kavanaugh denied being at party as described by sex-assault accuser. https://t.co/8SjsDOnBYn,300
0.0,Mon Sep 17 20:06:54 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SenateMajLdr: ""The chain of custody of this letter runs through the Democratic side of the Judiciary Committee.""… https://t.co/LgkWTWrLnp",301
0.0,Mon Sep 17 20:06:09 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/Sb2cju6RMf https://t.co/PWWowxgw5N,302
0.0,Mon Sep 17 20:04:24 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SenateMajLdr: ""[Democrats] did not raise it in the closed session, the proper forum where such an allegation coul… https://t.co/8V0JvVzyAh",303
-0.3612,Mon Sep 17 20:02:31 +0000 2018,0.738,0.159,0.103,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @LelandVittert: Left for dead during rising floodwaters of #HurricaneFlorence we rescued these guys on @foxnews stay tuned for how to he…,304
0.0,Mon Sep 17 19:49:45 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SenateMajLdr: ""Neither she [Feinstein] nor any of her Democratic colleagues chose to raise this allegation during… https://t.co/W1EY0B9z6K",305
-0.7096,Mon Sep 17 19:45:03 +0000 2018,0.718,0.282,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Many roads are closed and severely damaged after Hurricane Florence. @RickLeventhal reports from Ogden, North Carol… https://t.co/W2Fj2eOIU2",306
0.34,Mon Sep 17 19:45:00 +0000 2018,0.833,0.0,0.167,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@nikkihaley and her Russian counterpart trade barbs at UN Security Council meeting https://t.co/LAwwtbaeex,307
0.0,Mon Sep 17 19:41:09 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Rivers and flood waters are still rising in North Carolina, days after Hurricane Florence ravaged the area.… https://t.co/Fr1daE48jU",308
-0.743,Mon Sep 17 19:37:06 +0000 2018,0.526,0.474,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",A weakened Florence continues destructive path to the northeast. https://t.co/oVX8BP07Wt,309
-0.2516,Mon Sep 17 19:29:48 +0000 2018,0.882,0.118,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BREAKING: Trump defends Kavanaugh in first comments on allegations, says 'little delay' may be needed. https://t.co/sPyfZuz2Tf",310
0.0,Mon Sep 17 19:27:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",".@POTUS: ""This should have been brought up a long time ago."" https://t.co/ejCUdbIn66 https://t.co/Np3b2COhL6",311
-0.5574,Mon Sep 17 19:25:04 +0000 2018,0.796,0.204,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS on calls for a delay on the Senate's Kavanaugh vote: ""If it takes a little delay, it'll take a little delay… https://t.co/y04noT42N0",312
0.4019,Mon Sep 17 19:21:11 +0000 2018,0.876,0.0,0.124,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS: ""I wish the Democrats could have done this a lot sooner because they had this information for many months.… https://t.co/TrxhB2IWMI",313
0.0,Mon Sep 17 19:20:17 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS: ""Judge Kavanaugh is one of the finest people I have ever known."" https://t.co/ejCUdbqMey https://t.co/TOebat5BIA",314
-0.0516,Mon Sep 17 19:16:00 +0000 2018,0.677,0.167,0.156,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","New Hampshire man has toddler climb into arcade game to steal prizes, police say https://t.co/iMu1Hqwnyl",315
0.4404,Mon Sep 17 19:09:01 +0000 2018,0.888,0.0,0.112,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","John Yoo on Manafort plea deal: “The good news for President Trump is even with the plea, you still don’t see any c… https://t.co/JT5Jmqu7YP",316
-0.3612,Mon Sep 17 19:01:19 +0000 2018,0.902,0.098,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","John Yoo: “I doubt that a lot new will turn up, because this happened so long ago — over about 35 years ago. The on… https://t.co/YTQwj2Ecfq",317
0.0,Mon Sep 17 18:56:25 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@SenatorCollins to weigh in on allegations against Judge Kavanaugh https://t.co/90r2IySN2f https://t.co/E0GMb5Atp8,318
0.5267,Mon Sep 17 18:51:58 +0000 2018,0.761,0.0,0.239,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Floodwaters remain high after Hurricane Florence. @KristinaParts has an update from aboard a volunteer rescue boat.… https://t.co/Cm06Jt35Zl,319
-0.0516,Mon Sep 17 20:08:59 +0000 2018,0.714,0.148,0.138,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JUST IN: Sen. @OrrinHatch says Kavanaugh denied being at party as described by sex-assault accuser. https://t.co/8SjsDOnBYn,320
0.0,Mon Sep 17 20:06:54 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SenateMajLdr: ""The chain of custody of this letter runs through the Democratic side of the Judiciary Committee.""… https://t.co/LgkWTWrLnp",321
0.0,Mon Sep 17 20:06:09 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/Sb2cju6RMf https://t.co/PWWowxgw5N,322
